,tdata.id,tdata.member_id,tdata.funded_amnt_inv,tdata.int_rate,tdata.fico_range_high,tdata.fico_range_low,tdata.total_pymnt,tdata.total_rec_late_fee,pred,tdata.grade,tdata.emp_name,tdata.title,tdata.addr_city,tdata.pub_rec_bankruptcies,tdata.next_pymnt_d,tdata.Churn,m1.yhat (Probability of defaulting)
21127,885857,1101636,3975,0.0751,729,725,2726.24,0,124.45,A,Rural/Metro Ambulance,Wedding Ring,Tucson,0,9/29/2013,0,0.121991371
2607,429543,508977,1500,0.0932,724,720,1723.46,0,40.48,A,Imperial Fire and Casulity,Personal Loan,OPELOUSAS,0,null,0,0.121972616
15504,739742,937350,20750,0.1565,709,705,13633.38,0,506.79,D,New York Life,5 year debt free loan,New York,0,9/9/2013,0,0.121945848
24968,1056055,1287628,14400,0.1527,689,685,10003.8,0,501.09,C,UC Santa Barbara - Admissions,Credit Card Loan,SANTA BARBARA,0,9/19/2013,0,0.121940226
25187,1060365,1292116,12000,0.0991,729,725,7723.4,0,386.7,B,Pizza Hut,Debt Consolidation,Mobile,0,9/21/2013,0,0.121922946
24914,1054484,1286315,11994.46481,0.0991,729,725,7721.4,0,386.7,B,United Fire Group,Credit Refi,HOUSTON,0,9/19/2013,0,0.121922092
9920,600372,770562,4522.491529,0.0617,754,750,2884.2,0,87.84,A,MARR Inc.,Debt Consolidation Loan,Smyrna,0,10/2/2013,0,0.121913585
11114,625718,801863,15900,0.1595,689,685,12047.18,0,61.7,E,Omnilink,Debt Consolidation,MARIETTA,0,9/20/2013,0,0.121907604
25210,1060714,1292484,12000,0.0991,724,720,7724,0,386.7,B,Gannett Healthcare Group,Consolidation loan,NEW ORLEANS,0,9/21/2013,0,0.12189712
18790,826120,1034970,23052.79899,0.1349,729,725,13223.52,0,552.12,C,Playboy Enterprises,Financial Recovery Plan,Chicago,0,9/17/2013,0,0.121878232
11533,635483,814070,4800,0.1036,684,680,4822.36,0,155.7,B,Gaston College,Dotty's credit cards,Belmont,0,9/30/2013,0,0.121854818
23412,1016532,1244245,12000,0.0991,729,725,7725,0,386.7,B,BCD Travel,Debt Consolidation Loan,Winona,0,9/22/2013,0,0.121854089
26160,315312,315307,4446.5,0.1197,689,685,5976,0,166,C,Wells Fargo,Consolidate debt,Chicago,0,5/8/2011,1,0.121783471
8256,558800,719301,11150,0.1632,704,700,9857.16,0,274.28,D,amarr,wtf,newark,0,9/17/2013,0,0.121774654
16715,772013,973849,6500,0.1099,689,685,5512.78,0,212.78,B,Boynton Beach Police Department,Surgery loan,Boynton Beach,0,9/14/2013,0,0.121766498
3226,445524,543325,5600,0.1357,694,690,6213.39,0,11.21,C,Metropolitan Capital Managment,Dependable borrower seeks cred cd help,Little Rock,0,null,0,0.121742998
6735,522993,676543,6272.51174,0.1186,724,720,5345.46,0,141.36,B,Adecco,Credit Refinance,Mountain View,0,9/10/2013,0,0.121731807
25552,1068395,1302773,12000,0.0991,729,725,7728.8,0,386.7,B,samuraisushi restaurant,creditcard payoff,IRVINE,0,9/27/2013,0,0.121690687
13894,696537,887712,17406.45147,0.1751,684,680,13068.56,0,452.3,E,"Koch Supply & Trading, LP",Bill Consolidation Loan II,Missouri City,0,9/22/2013,0,0.121642389
3493,451846,557101,6965.09832,0.1947,669,665,9296.59,0,263.23,F,EC Hair Import Inc,clear,Little Ferry,0,null,0,0.121641764
14876,723759,918786,20950,0.1677,689,685,14441.56,0,519.32,E,sysco foods la,debt consolidation,lake elsinore,0,9/26/2013,0,0.121639635
10889,620894,795767,10000,0.0999,729,725,6792.64,0,212.43,B,Penske Truck Leasing,Cleaning out the Credit Cards,MIDDLE RIVER,0,9/7/2013,0,0.121633113
13452,681305,870300,2400,0.0579,759,755,2098.73,0,72.79,A,Alere Health Care,Major Purchase Loan,philadelphia,0,9/8/2013,0,0.121613577
7243,535251,691654,9100,0.1323,709,705,7729.67,0,209.27,C,Gila Regional Medical Center,Debt cnsolidation,Tyrone,0,9/13/2013,0,0.121611155
8915,575175,739830,7899.683879,0.1038,769,765,5978.7,0,171.48,B,Aeropostale,Home Improvment/Pay of Debt,Kansas City,0,9/16/2013,0,0.121578064
7643,544631,702541,7400,0.1112,734,730,5785.2,0,161.34,B,ECS Cmposites,Pay Off Credit Cards and Medical Bills,Grants Pass,0,9/29/2013,0,0.121538462
11535,635496,814088,5000,0.0888,709,705,4906.99,0,158.72,B,Federal Energy Regulatory Commision,Engagement Ring,Washington,0,9/30/2013,0,0.121508906
21302,890713,1107329,4000,0.079,749,745,2747.58,0,125.17,A,Interstate Hotels,Debt Consolidation,San Diego,0,10/4/2013,0,0.121503007
23755,1026671,1255848,5100,0.079,714,710,3190.2,0,159.59,A,RTKL Associates Inc.,Unexpected Legal Fees,Hermosa Beach,0,9/29/2013,0,0.121494315
24311,1039551,1269489,5500,0.0603,774,770,3345.6,0,167.4,A,Townsend Design,Cadillac Loan,Bakersfield,0,9/10/2013,0,0.121488748
18322,813383,1020835,3250,0.0542,774,770,2442,0,98.02,A,SHI International,Credit Card Consolidation,Austin,0,9/25/2013,0,0.121483433
22722,997753,1222878,10000,0.1171,709,705,6937.56,0,330.76,B,Lucky Branded Entertainment,3 Promising Years,Brooklyn,0,10/3/2013,0,0.121465674
12240,651097,832899,4975,0.0729,774,770,3073.96,0,99.7,A,University of Redlands,Ken's,Yucaipa,0,9/24/2013,0,0.121462247
9754,596727,765999,15795.64557,0.1719,699,695,11976.62,0,25.5,E,Builders FirstSource,Gerhards Consolidation,grand prairie,0,9/26/2013,1,0.121449481
25510,1067181,1301536,11975,0.0991,719,715,7726.2,0,386.7,B,Deloitte Tax LLP,Debt consolidation,SAN FRANCISCO,0,9/26/2013,0,0.121410651
22177,980283,1203462,4000,0.079,729,725,2750,0,125.17,A,Champion Trailers,Debt Consolidation,pearl river,0,9/20/2013,0,0.121399182
22030,977211,1199990,8250,0.1242,744,740,6245.16,0,284.03,B,McConnaughy CPA,Debt Consolidation,St. Clairsville,0,9/18/2013,0,0.121385146
17148,784781,988029,3000,0.0542,764,760,2344.68,0,90.48,A,Moses Cone,Swimming Pool,Mebane,0,9/27/2013,0,0.121359364
1677,388121,421330,1600,0.0768,759,755,1795.71,0,58.11,A,Restaurant Associates,Motorcycle,philadelphia,0,null,0,0.121338939
27039,536213,692777,5600,0.1149,709,705,5160.96,0,184.64,B,rolling hills casino,Paying Down Debts,CORNING,0,3/8/2013,1,0.12133151
26759,474227,599836,6450,0.1025,719,715,5500.07,0,208.89,B,CuraScript,Fence My Yard,Orange City,0,10/25/2012,1,0.121329825
16837,775213,977451,3000,0.0542,799,795,2345.98,0,90.48,A,Porsche Cars N.A,MCycle,Atlanta,0,9/17/2013,0,0.121303638
22565,993612,1217973,3750,0.089,704,700,2664.27,0,127.02,A,Enterprise Rent-A-Car, Debt Consolidation Loan,Saint Charles,0,9/5/2013,0,0.121258072
11787,641949,821711,4995.663808,0.0888,714,710,4911.33,0,158.72,B,big cedar lodge,getoutofdebt,ridgedale,0,9/12/2013,0,0.121254949
15244,733807,930216,10000,0.1649,704,700,9545.31,0,354,D,American Airlines,Bridge Loan,Miami,0,9/26/2013,0,0.121225897
22219,981998,1205183,9000,0.1171,694,690,6538.84,0,297.69,B,Hillsborough County School District,Green Loan,Valrico,0,9/21/2013,0,0.121225687
2480,424330,499999,6000,0.1261,684,680,6597.69,0,201.04,C,Philadelphia Park Casino,Consolidate high interest credit card,Pennsauken,0,9/17/2013,0,0.121223453
7003,529267,684457,5000,0.1472,669,665,6213.03,0,183.08,C,Star Plastics Inc.,Personal Loan,RAVENSWOOD,0,null,0,0.12115277
1767,391013,426618,5150.006559,0.16,704,700,8856.02,0,660.56,E,Vespa Sarasota,High end motorscooter business purchase,Sarasota,0,null,1,0.121139566
20527,871008,1085045,16000,0.0749,774,770,7368.28,0,320.54,A,Metropolitan Home Mortgage,Debt Consolidation Loan,Tustin,0,9/15/2013,0,0.121117838
15502,739698,937299,2000,0.0692,729,725,1951.37,0,61.69,A,Vermilion Parish School Board,A Wedding,Lafayette,0,9/9/2013,0,0.12110632
24709,1049393,1280578,11950,0.0991,734,730,7725.4,0,386.7,B,southeastern container,Debt Consolidation Loan,luray,0,9/15/2013,0,0.121054141
19252,838672,1048784,3500,0.0599,769,765,2553.6,0,106.47,A,Monarch,Pay off Pacifica,Mocksville,0,9/16/2013,0,0.121041998
22389,987372,1211340,12000,0.1427,684,680,9042.66,0,411.71,C,TD Bank NA,Personal Loan,Voorhees,0,9/26/2013,0,0.121032403
18870,829157,1038245,3500,0.0599,744,740,2554.56,0,106.47,A,TIN THAI KITCHEN,Sale Tax,LIVERMORE,1,9/8/2013,0,0.121000938
1587,384343,415375,6000,0.08,754,750,3564.4,0,188.02,A,L.P. Freight Services,Credit Card Debt Consolidation,Spring,0,null,1,0.120984438
3483,451708,556787,10950,0.0859,754,750,5561.6,0,347.72,A,Dorchester County Commissioners,poogie2,East New Market,0,null,1,0.120959255
904,359462,366607,4311.043624,0.1336,664,660,7312.54,0,217.07,D,Electronic Arts,Buying Condo need downpayment/closing $,orlando,0,null,0,0.120953951
19854,854552,1066810,12750,0.0849,794,790,6123.06,0,266.66,A,Stelzner Law Firm,Debt Consolidation,Albuquerque,0,9/30/2013,0,0.120906626
13381,679644,868246,6000,0.0766,754,750,3486.09,0,120.69,A,Microsoft,92 240sx,Snoqualmie,0,9/5/2013,0,0.120901908
15889,750212,949517,6000,0.1149,699,695,5333.31,0,197.83,B,hot chocolate sparrow,car loan,orleans,0,9/21/2013,0,0.120874952
3606,454698,563330,1600,0.0788,719,715,1801.5,0,52.95,A,Prosol.Inc,1st loan: Re-invest,vista,0,null,0,0.120828044
21088,884769,1100236,11975,0.1427,689,685,9038.7,0,411.71,C,Ramquest,Finish the Job,Lewisville,0,9/29/2013,0,0.120811744
25256,1061570,1293579,16800,0.1465,714,710,10999.48,0,579.51,C,Harmony School of Excellence,Credit Card Payment,Houstnon,0,9/22/2013,0,0.120806229
23539,1019989,1248741,5000,0.089,719,715,3169,0,158.77,A,Gabriel's Restaurant,debt consolidation loan,Lakewood,0,9/29/2013,0,0.120797893
16527,767614,968762,21650,0.2025,684,680,15052.44,0,579.94,F,CHReynolds,High Interest CC Consolidation,Rocklin,0,9/7/2013,0,0.120794091
23906,1031780,1261232,11925,0.0991,729,725,7723,0,386.7,B,Larry's Plumbing,Credit car payoff,CLEARWATER,0,10/2/2013,0,0.120766829
15493,739481,937058,2800,0.0849,714,710,2283.06,0,88.38,A,ASCC Inc.,Debt Consolidation Loan,CRANBERRY TWP,0,10/1/2013,0,0.120766202
22863,1001701,1227915,4800,0.0662,754,750,3083.22,0,147.38,A,St. Jude Medical ,Debt consolidation 2011,Dallas,0,9/8/2013,0,0.120764785
26616,435870,521131,4849.388264,0.1426,709,705,6172.1,0,186.55,C,Lee & Associates Management,Debt Consolidation,Seattle,0,10/2/2012,1,0.120729835
10355,608600,780711,14000,0.152,694,690,10993.62,0,334.54,D,City of Mesa,Consolidate Credit Card Balances,Mesa,0,9/17/2013,0,0.120718182
25242,1061251,1293059,5000,0.089,724,720,3171.2,0,158.77,A,artisan digital,my dad,HARRISON,0,9/21/2013,0,0.120703977
20922,881074,1094906,21065.85965,0.1269,724,720,11181.22,0,488.05,B,VA Health Administration Center,big 6,Aurora,0,9/25/2013,0,0.12068681
20538,871263,1085262,3625,0.0849,724,720,2618.09,0,114.42,A,cassadaga valley school,consolidation,sinclairville,0,9/16/2013,0,0.120640366
14778,721454,916074,16750,0.1343,734,730,10755.27,0,385.96,C,Toshiba American Medical Systems,Refying Lending Club-I LOVE THIS PLACE!,Garden Grove,0,9/20/2013,0,0.120605705
24317,1039635,1269583,5600,0.0603,779,775,3406.8,0,170.44,A,Mercury Marine,Credit Card Consolidation,Fond du Lac,0,9/6/2013,0,0.120586746
17687,797529,1002523,9600,0.1299,724,720,8072.25,0,323.42,C,Omgeo LLC,consolidate june 2011,Medford,0,9/11/2013,0,0.120580322
24232,1038158,1268075,15000,0.1427,694,690,10272.4,0,514.64,C,Colliers international,Konsolidation,ELK GROVE,0,9/6/2013,0,0.120505004
19823,853735,1065921,21825,0.1399,724,720,12759.59,0,511.79,C,Haldeman Ford,PayOffs,Jackson,0,9/7/2013,0,0.120500827
21656,967358,1188287,8850,0.1269,694,690,6500.34,0,296.88,B,OHSU,Credit Card Debt Consolidation,Portland,0,9/10/2013,0,0.120490815
18881,829417,1038520,19708.35973,0.1199,749,745,10638.96,0,444.79,B,"mirabito holdings,inc",leaky roof,smyrna,0,9/8/2013,0,0.12048828
10385,609306,781555,8874.051007,0.0888,729,725,6387.48,0,194.59,B,Scitor Corp,Consolidation,Redondo Beach,0,9/18/2013,0,0.120479401
20433,868784,1082576,6000,0.1149,674,670,5344.17,0,197.83,B,Thompson Suburban Dental Lab,Moving,Westminster,0,9/13/2013,0,0.120411704
24768,1051117,1282787,14000,0.0991,729,725,8565.58,0,451.15,B,golfers warehouse,Small Business Loan,west springfield,0,9/29/2013,0,0.12040056
13294,677395,865484,5975,0.0766,764,760,3488.99,0,120.69,A,Pilkington Auto Glass,debt consolidation 1,Suitland,0,10/2/2013,0,0.120389057
23823,1029687,1259074,15000,0.1427,684,680,10275.4,0,514.64,C,7-eleven,Personal Loan,Bel Air,0,10/1/2013,0,0.12037722
16360,763737,964387,3000,0.0599,759,755,2371.2,0,91.26,A,Urban Behavioral Healthcare Institute,Credit Card Pay Off,SAINT LOUIS,0,10/2/2013,0,0.120266451
16208,759676,959932,3000,0.0599,734,730,2371.46,0,91.26,A,City of South Burlington,Parents,SOUTH BURLINGTON,0,9/30/2013,0,0.120255391
583,314843,314840,4346.5,0.1197,679,675,5976,0,166,C,Computer Solutions,Debt Consolidation Loan,Corpus Christi,0,null,0,0.120222925
23129,1008869,1218841,4600,0.079,729,725,3018.96,0,143.94,A,golden nugget casino,Credit Card Loan,fortmohave ,0,9/14/2013,0,0.120218483
9330,585546,752321,13975,0.1682,694,690,11724.22,0,346.59,E,Government,Debt Consolidation,Saint Petersburg,0,9/6/2013,0,0.120197774
16001,753615,927614,10000,0.1689,664,660,9572.85,0,355.99,D,sava senior care llc,motor home,ROSEVILLE,0,9/25/2013,0,0.12015196
888,358621,365282,4600,0.1178,684,680,5881.68,0,7.07,C,Airtran Airways,Paying down high interest cc,Trotwood,0,null,0,0.120113195
5695,500297,642489,6500,0.1533,684,680,8148.63,0,231.61,D,Total Systems Development,Home Improvement Baby on the Way,Nicholasville,0,null,0,0.120101658
23153,1009387,1235908,13000,0.1527,684,680,9478.77,0,452.38,C,Western Freightways,Other,Sand Springs,0,9/14/2013,0,0.120063288
20158,862447,1075487,4200,0.0751,739,735,2863.96,0,130.67,A,ETSNA,Motorcycle,Plano,0,10/2/2013,0,0.119930567
10732,617188,791307,9925,0.0999,739,735,6806.08,0,212.96,B,Sikorsky Aircraft Corporation,BigBlue72,Seymour,0,10/1/2013,0,0.11991774
24280,1038970,1268687,5575,0.0662,739,735,3414.4,0,171.18,A,All American Flags and Banners,Debt Relief,austin,0,9/6/2013,0,0.11991294
17328,788401,992096,3350,0.0542,809,805,2519.25,0,101.04,A,Schaedler Yesco,Car Loan,Thomasville,0,10/4/2013,0,0.119897795
10793,618580,792945,1975,0.0691,719,715,1971.2,0,61.68,A,popple river manufacturing,daves loan,CHICAGO,0,10/2/2013,0,0.119872166
22415,987930,1210846,4000,0.089,724,720,2788.72,0,127.02,A,ATT,Rental repair,Juneau,0,9/26/2013,0,0.119841846
17033,781211,984044,3000,0.0662,794,790,2382.38,0,92.12,A,Department of Defense,lending club,WAIPAHU,0,9/23/2013,0,0.119835109
10067,602949,773626,11789.69635,0.1223,704,700,8823.54,0,268.34,C,"FedEx Ground Inc.,",Bye Bye Credit Cards,Oswego,0,9/5/2013,0,0.119819337
13819,694094,884973,16000,0.1306,724,720,10474.74,0,364.55,C,Toll Brothers Inc.,Consolidation Loan,New York,0,9/20/2013,0,0.119811982
23853,1030607,1260019,15000,0.1427,679,675,10289.4,0,514.64,C,UPS Freight,Consolidation,THORNVILLE,0,10/1/2013,0,0.11978244
17066,782324,985304,3000,0.0662,774,770,2383.94,0,92.12,A,Interquest Northwest Inc,ninja,Belfair,0,9/24/2013,0,0.119768966
21404,892780,1109754,9000,0.1269,679,675,6816.48,0,501.91,B,Kastner Land Services,Debt Consolidation,Casper,0,9/6/2013,0,0.119765814
14360,711130,903996,21200,0.164,689,685,14579.32,0,521.29,E,koreatimes,debt,Whitestone,0,9/7/2013,0,0.11975415
10425,610048,782422,11975,0.1261,709,705,8895.48,0,270.65,C,Honda House of Elmhurst,thank goodness loan,Naperville,0,9/19/2013,0,0.119752841
19926,856531,1068900,14500,0.0542,769,765,6992.16,0,437.32,A,Dch Chrysler Jeep Dodge of Temecula ,Reduction of interest  ,Winchester,0,null,1,0.119752011
17825,800976,1006516,2325,0.0849,704,700,2131.25,0,86.01,A,Parsons Brinckerhoff,Pay off Debt Faster,atlanta,0,9/13/2013,0,0.119730666
10155,604596,775636,2000,0.0542,814,810,1982.64,0,60.32,A,White Directory,Underground T-Shirt Printing Business,Buffalo,0,9/15/2013,0,0.119705209
6589,520184,672450,9600,0.1602,664,660,9416.12,0,337.61,D,"Inline Industries, Inc.",One Monthly Payment Instead of Many,Baldwin Park,0,9/27/2013,0,0.119679367
16561,768321,969606,6400,0.1199,689,685,5525,0,212.55,B,"Lithium Technologies, Inc.",operation,oakland,0,9/8/2013,0,0.119675866
1754,390532,424173,2000,0.0932,744,740,2294.37,0,321.18,A,Mudrush Technology Solutions,DJ company expansion,Park City,0,null,0,0.11966921
12706,662382,847053,12800,0.1037,779,775,7934.4,0,274.3,B,RCN  ,remodel,Nazareth,0,9/6/2013,0,0.119658658
16611,769357,970818,3200,0.0699,734,730,2467.75,0,98.8,A,navy,temporary debt relief,riverside,0,10/3/2013,0,0.119647457
24040,1034394,1264001,5100,0.089,719,715,3236.4,0,161.95,A,The Pit,Debt Consolidation Loan,Clayton,0,10/4/2013,0,0.119644572
19257,838755,1048873,3600,0.0599,749,745,2626.56,0,109.51,A,Tufts Health Plan ,Debt Consolidation Loan,Charlestown,0,9/17/2013,0,0.119643914
19476,844451,1055384,8000,0.0999,734,730,6164.34,0,258.1,B,Sunray ISD,wedding plans,DALHART,0,9/21/2013,0,0.119624833
18107,807939,1014572,7200,0.1059,704,700,5845.25,0,234.33,B,FedEx Office,Wedding Bells,McKinney,0,9/22/2013,0,0.119575581
17863,801843,1007459,3200,0.0749,719,715,2472.25,0,99.53,A,Shaker Road Child Care Center,debt consolidation,concord,0,9/14/2013,0,0.119493803
18713,823863,1032460,8000,0.0999,729,725,6167.76,0,258.1,B,Luxottica Retail,Amex,Los angeles,0,10/3/2013,0,0.119480088
23040,1006371,1232787,5000,0.0603,774,770,3192.42,0,152.18,A,Capital Markets,debtconsolidationforAAAborrower,San Francisco,0,9/11/2013,0,0.119468753
23639,1023029,1251828,5000,0.0603,804,800,3194.31,0,152.18,A,williams service co,bmw,york haven,0,9/27/2013,0,0.119388834
22524,991725,1216356,5000,0.0603,774,770,3194.52,0,152.18,A,State of Michigan,Beauty Salon,BATTLE CREEK,0,9/29/2013,0,0.119379957
22587,994158,1218563,5000,0.0603,794,790,3194.52,0,152.18,A,Fort Dearborn Co,Credit Card Refinance,Bowling Green,0,9/30/2013,0,0.119379957
22932,1003077,1227505,5000,0.0603,754,750,3194.52,0,152.18,A,University of Utah,Debt Consolidation,Draper,0,9/8/2013,0,0.119379957
22949,1003594,1229986,5000,0.0603,779,775,3194.52,0,152.18,A,ATLANTA TOYOTA,STOPIT,aLPHARETTA,0,9/9/2013,0,0.119379957
11456,634029,812261,2500,0.0579,754,750,2191.53,0,75.82,A,broward sheriffs office,quickerloanpayer,davie,0,9/29/2013,1,0.119368165
25178,1059978,1291598,11500,0.1171,694,690,7594.4,0,380.38,B,USPS,Bills,SAN MATEO,0,9/20/2013,0,0.119322012
7200,534183,690406,3500,0.1038,769,765,4224.88,0,2.55,B,"CompuCom Systems, Inc",for my car,Wyoming,0,null,0,0.11932145
15060,728623,924315,17000,0.1343,729,725,10882.48,0,390.56,C,Greiner Buick GMC,Credit Consolidation,APPLE VALLEY,0,9/27/2013,0,0.119311021
7480,541135,698540,11475,0.1793,664,660,10767.37,0,291.59,E,RISD,MJM,Richardson,0,9/23/2013,0,0.119309262
11426,633249,811234,15925,0.1632,689,685,12511.04,0,391.82,E,Washoe County Sheriff's Office,Haistar House Loan,Sparks,0,9/27/2013,0,0.119292964
25345,1063280,1295793,15075,0.1427,704,700,10332.2,0,517.21,C,JPMorgan Chase Bank,Debt Consolidation Loan,HOUSTON,0,9/26/2013,0,0.119259058
15115,730101,926003,7600,0.1268,684,680,7346.18,0,300,C,Ruth's Chris Steak House,H&M Wedding Loan,Chicago,0,9/29/2013,0,0.119237177
14869,723675,918689,2400,0.0766,724,720,2157.27,0,74.84,A,MORGENTHAL FREDERICS,Personal Loan,NEW YORK,0,9/22/2013,0,0.119224593
820,353589,357282,975.9236139,0.1317,669,665,6079.56,0,169.48,D,DISYS,Help me get rid of high interest rates!!,Tampa,0,null,0,0.119222921
11434,633495,811594,5000,0.0963,734,730,4963.1,0,160.47,B,European & US Car Service,Consolidation,Chicago ,0,9/26/2013,0,0.119209167
19353,841024,1051532,7975,0.0999,729,725,6165.84,0,258.1,B,Rochester Institute of Technology,Debt Consolidation Loan,West Henrietta,0,9/18/2013,0,0.119175743
1751,390502,425584,4595.11,0.1347,699,695,6104.54,0,176.44,C,scripps memorial hospital,moving loan,CORONADO,0,null,0,0.119147795
1293,373398,393389,5267.217479,0.1442,684,680,7478.23,0,27,D,Ft McDowell Casino,Reconsolidating CC & Finishing School,Phoenix,0,null,1,0.119115351
19358,841135,1051660,19643.18616,0.1299,749,745,11982.96,0,500.46,C,Giveo,Debt Consolidation Loan,Denison,0,9/19/2013,0,0.119100354
13886,696329,887485,17600,0.1268,719,715,11115.44,0,397.58,C,Las Vegas Professional Hockey,Consolidation / Wedding,Las Vegas,0,9/5/2013,0,0.119072525
21642,967050,1187955,4200,0.079,729,725,2885.52,0,131.42,A,Best Buy,Repairs and expenses ,Tinley Park,0,9/13/2013,0,0.119056286
1125,367176,380501,1775.002676,0.1221,794,790,3996.12,0,333.15,B,Northrop Grumman,Equipment Loan,Oklahoma City,0,null,1,0.119038222
16304,762334,962849,3000,0.0699,724,720,2402.66,0,92.62,A,Jim carpenter,Loan 2,Locust grove,0,10/1/2013,0,0.119002822
10270,606604,778188,4749.305252,0.0654,739,735,3042.6,0,93.03,A,Mathers Electric,Property Purchase and Repair,Tallahassee,0,9/13/2013,0,0.118955696
1397,377314,401376,4973.898774,0.1442,679,675,7425.43,0,68.02,D,Anixter Fasteners,5000  went trhough lending tree,pittsburgh,0,null,0,0.118889893
22927,1002888,1229172,4800,0.0751,734,730,3130.26,0,149.34,A,Alpine Home Health Agency,Financial Freedom,Clifton,0,9/8/2013,0,0.118869183
19424,842968,1053678,3550,0.0599,759,755,2626.8,0,109.51,A,Collision Centers of NH,Home Improvement,Milford,0,9/20/2013,0,0.11886325
25090,1058440,1290022,18000,0.1727,669,665,12866.8,0,644.18,D,Eli's Bread,Debt Consolidation Loan,Astoria,0,9/20/2013,0,0.118830159
1208,370308,387027,1769.379066,0.0768,824,820,1940.25,0,77.98,A,BJ&J Construction,bill consolidation,Santa Maria,0,null,1,0.118830133
21503,910287,1130838,3650,0.079,734,730,2679.82,0,122.04,A,University of North Carolina,Credit Card Loan,MEBANE,0,9/23/2013,0,0.118796027
20958,882216,1097388,4000,0.0662,749,745,2808.99,0,122.82,A,Bank of America,Car loan,Dunmore,0,9/26/2013,0,0.118774011
24281,1038980,1268698,12000,0.1065,719,715,7802.4,0,390.88,B,Woodland Heights,Credit Card Loan,LUFKIN,0,9/6/2013,0,0.118772421
8808,572412,736279,7899.683764,0.1075,774,770,6046.54,0,172.95,B,"Washington, DC Law Firm",Great Opportunity,Bethesda,0,9/11/2013,0,0.118768575
21533,934024,1154775,16000,0.1758,664,660,12056.52,0,575.08,D,CarolinaEast Medical Center,debit,NEW BERN,0,9/22/2013,0,0.118750884
13464,681831,870920,15967.68942,0.1306,754,750,10489.01,0,364.55,C,US Postal Service,MortyFree,Bloomfield,0,9/8/2013,0,0.118711352
13890,696390,887552,13000,0.1037,754,750,8035.22,0,278.59,B,Ganeinu Preschool,Car Deal,jacksonville,0,9/22/2013,0,0.118699423
12418,655691,838623,19500,0.1074,769,765,10852.82,0,652.32,B,"North Country Technology, Inc.",Major Purchase Loan,Willsboro,0,null,1,0.118686258
25173,1059939,1291779,12000,0.1065,724,720,7805,0,390.88,B,Medical Center of Center of Central GA,Pay High Interest CC,MACON,0,9/21/2013,0,0.118663045
652,345439,345428,476.1240012,0.1292,664,660,5906.19,0,165.2,D,Childrens's Medical Center,Paying Off High Interest Credit Card,Tipp City,0,null,0,0.118628411
6501,518352,670029,7125,0.1149,779,775,5748.29,0,156.67,B,State of Connecticut,Business,Avon,0,9/21/2013,0,0.118607112
16463,766104,967076,8975,0.1299,679,675,7867.31,0,303.21,C,T.Marzetti,Printer,HAYWARD,0,9/20/2013,0,0.118581789
23421,1016748,1244677,10000,0.1242,704,700,7010.01,0,334.16,B,InfoGard Laboratories,PayOffParents,San Luis Obispo,0,9/21/2013,0,0.118561337
14728,719712,914076,6000,0.0963,719,715,5381.88,0,192.57,B,Bureau Veritas,Auto Repair,Butler,0,9/18/2013,0,0.118551378
21930,973976,1196023,3550,0.089,709,705,2648.8,0,120.67,A,Lockheed Martin,Van for the growing family,Sanford,0,9/15/2013,0,0.118497361
9974,601258,771560,9825.607069,0.0888,734,730,6798,0,207.01,B,Milton J Wood Fire Protection,Baby on the way!,Brooklet,0,10/3/2013,0,0.118428689
10905,621107,796022,15204.03127,0.1595,689,685,12259.2,0,383.81,E,Mahec family medicine residency program,debt consolidation & wedding expenses,asheville,0,9/7/2013,0,0.118417413
25512,1067283,1301654,12000,0.1065,719,715,7812.4,0,390.88,B,PURE FLO WATER COMPANY,CREDIT CARD PAYOFF,SAN MARCOS,0,9/27/2013,0,0.118352223
11217,628369,805177,1300,0.0617,734,730,1753.92,0,54.9,A,Cricket Communications,Motorcycle,El Paso,0,9/22/2013,0,0.118306745
24777,1051321,1282618,5450,0.079,719,715,3406.6,0,170.54,A,stamford hospital,My Loan,NORWALK,0,9/16/2013,0,0.118285653
22141,979572,1202723,4500,0.0662,739,735,3021.7,0,138.17,A,KeyBank NA,Debt Consolidation Loan,Troy,0,9/21/2013,0,0.118271464
12149,648609,829788,4975,0.0999,699,695,4979.22,0,161.32,B,Tom Nehl Truck Company,Small Business Loan,Jacksonville,0,9/20/2013,0,0.118190026
821,353624,357323,485.13,0.0832,744,740,1806.24,0,345.52,A,"Psychology Software Tools, Inc",Integra Loan Part 2,Pittsburgh,0,null,0,0.118167371
15983,753016,952642,7500,0.0849,784,780,4137.75,0,153.84,A,Institute of Museum and Library Services,Home Improvements Phase 2,Halethorpe,0,9/24/2013,0,0.118160181
17184,785630,988959,3050,0.0699,744,740,2443.48,0,94.17,A,Elative,Debt Consolidation Loan,Boston,0,9/28/2013,0,0.11813183
16428,765317,966178,16000,0.1199,739,735,9235.98,0,355.84,B,Sedgwick CMS ,Personal Loan ,Altadena,0,9/7/2013,0,0.118112782
22629,995236,1220005,4968.608441,0.0662,749,745,3215.1,0,153.52,A,King Southern Bank,Get Out of Debt,Louisville,0,9/25/2013,0,0.118099312
6776,523724,677653,2000,0.0788,719,715,2249.52,0,251.97,A,Copy Center,Bike loan,Reno,0,null,0,0.11808435
7308,536445,693034,2000,0.0788,719,715,2249.51,0,251.68,A,city of rowlett,amex,rockwall,0,null,0,0.118070298
